Vivado Simulator 2020.2
Time resolution is 1 ps
[DRV] reset done
           104255000: [GEN_RANDOM] tx_byte = 0a, rx_byte = 00
        145928255000: [DRV] tx_byte = 1c, rx_byte = 00
        146924295000: [MON] tx_byte = 00, rx_byte = 06
        146924295000: [SCB PASS] expected = 06, actual = 06, q_size = 0
        146924295000: [SCB QUEUE PUSH] expected_q push = 1c, size = 1
        146969855000: [DRV] tx_byte = 53, rx_byte = 00
        147965895000: [MON] tx_byte = 00, rx_byte = 1c
        147965895000: [SCB PASS] expected = 1c, actual = 1c, q_size = 0
        147965895000: [SCB QUEUE PUSH] expected_q push = 53, size = 1
        148011455000: [DRV] tx_byte = 60, rx_byte = 00
        149007495000: [MON] tx_byte = 00, rx_byte = 53
        149007495000: [SCB PASS] expected = 53, actual = 53, q_size = 0
        149007495000: [SCB QUEUE PUSH] expected_q push = 60, size = 1
        149053055000: [DRV] tx_byte = 0b, rx_byte = 00
        150049095000: [MON] tx_byte = 00, rx_byte = 60
        150049095000: [SCB PASS] expected = 60, actual = 60, q_size = 0
        150049095000: [SCB QUEUE PUSH] expected_q push = 0b, size = 1
        150094655000: [DRV] tx_byte = a6, rx_byte = 00
        151090695000: [MON] tx_byte = 00, rx_byte = 0b
        151090695000: [SCB PASS] expected = 0b, actual = 0b, q_size = 0
        151090695000: [SCB QUEUE PUSH] expected_q push = a6, size = 1
        151136255000: [DRV] tx_byte = 86, rx_byte = 00
        152132295000: [MON] tx_byte = 00, rx_byte = a6
        152132295000: [SCB PASS] expected = a6, actual = a6, q_size = 0
        152132295000: [SCB QUEUE PUSH] expected_q push = 86, size = 1
        152177855000: [DRV] tx_byte = 77, rx_byte = 00
        153173895000: [MON] tx_byte = 00, rx_byte = 86
        153173895000: [SCB PASS] expected = 86, actual = 86, q_size = 0
        153173895000: [SCB QUEUE PUSH] expected_q push = 77, size = 1
        153219455000: [DRV] tx_byte = 2a, rx_byte = 00
        154215495000: [MON] tx_byte = 00, rx_byte = 77
        154215495000: [SCB PASS] expected = 77, actual = 77, q_size = 0
        154215495000: [SCB QUEUE PUSH] expected_q push = 2a, size = 1
        154261055000: [DRV] tx_byte = 04, rx_byte = 00
        155257095000: [MON] tx_byte = 00, rx_byte = 2a
        155257095000: [SCB PASS] expected = 2a, actual = 2a, q_size = 0
        155257095000: [SCB QUEUE PUSH] expected_q push = 04, size = 1
        155302655000: [DRV] tx_byte = 4a, rx_byte = 00
        156298695000: [MON] tx_byte = 00, rx_byte = 04
        156298695000: [SCB PASS] expected = 04, actual = 04, q_size = 0
        156298695000: [SCB QUEUE PUSH] expected_q push = 4a, size = 1
        156344255000: [DRV] tx_byte = b8, rx_byte = 00
        157340295000: [MON] tx_byte = 00, rx_byte = 4a
        157340295000: [SCB PASS] expected = 4a, actual = 4a, q_size = 0
        157340295000: [SCB QUEUE PUSH] expected_q push = b8, size = 1
        157385855000: [DRV] tx_byte = 15, rx_byte = 00
        158381895000: [MON] tx_byte = 00, rx_byte = b8
        158381895000: [SCB PASS] expected = b8, actual = b8, q_size = 0
        158381895000: [SCB QUEUE PUSH] expected_q push = 15, size = 1
        158427455000: [DRV] tx_byte = df, rx_byte = 00
        159423495000: [MON] tx_byte = 00, rx_byte = 15
        159423495000: [SCB PASS] expected = 15, actual = 15, q_size = 0
        159423495000: [SCB QUEUE PUSH] expected_q push = df, size = 1
        159469055000: [DRV] tx_byte = 48, rx_byte = 00
        160465095000: [MON] tx_byte = 00, rx_byte = df
        160465095000: [SCB PASS] expected = df, actual = df, q_size = 0
        160465095000: [SCB QUEUE PUSH] expected_q push = 48, size = 1
        160510655000: [DRV] tx_byte = 99, rx_byte = 00
        161506695000: [MON] tx_byte = 00, rx_byte = 48
        161506695000: [SCB PASS] expected = 48, actual = 48, q_size = 0
        161506695000: [SCB QUEUE PUSH] expected_q push = 99, size = 1
        161552255000: [DRV] tx_byte = 01, rx_byte = 00
        162548295000: [MON] tx_byte = 00, rx_byte = 99
        162548295000: [SCB PASS] expected = 99, actual = 99, q_size = 0
        162548295000: [SCB QUEUE PUSH] expected_q push = 01, size = 1
        162593855000: [DRV] tx_byte = bd, rx_byte = 00
        163589895000: [MON] tx_byte = 00, rx_byte = 01
        163589895000: [SCB PASS] expected = 01, actual = 01, q_size = 0
        163589895000: [SCB QUEUE PUSH] expected_q push = bd, size = 1
        163635455000: [DRV] tx_byte = 69, rx_byte = 00
        164631495000: [MON] tx_byte = 00, rx_byte = bd
        164631495000: [SCB PASS] expected = bd, actual = bd, q_size = 0
        164631495000: [SCB QUEUE PUSH] expected_q push = 69, size = 1
        164677055000: [DRV] tx_byte = 88, rx_byte = 00
        165673095000: [MON] tx_byte = 00, rx_byte = 69
        165673095000: [SCB PASS] expected = 69, actual = 69, q_size = 0
        165673095000: [SCB QUEUE PUSH] expected_q push = 88, size = 1
        165718655000: [DRV] tx_byte = e5, rx_byte = 00
        166714695000: [MON] tx_byte = 00, rx_byte = 88
        166714695000: [SCB PASS] expected = 88, actual = 88, q_size = 0
        166714695000: [SCB QUEUE PUSH] expected_q push = e5, size = 1
        166760255000: [DRV] tx_byte = 08, rx_byte = 00
        167756295000: [MON] tx_byte = 00, rx_byte = e5
        167756295000: [SCB PASS] expected = e5, actual = e5, q_size = 0
        167756295000: [SCB QUEUE PUSH] expected_q push = 08, size = 1
        167801855000: [DRV] tx_byte = 53, rx_byte = 00
        168797895000: [MON] tx_byte = 00, rx_byte = 08
        168797895000: [SCB PASS] expected = 08, actual = 08, q_size = 0
        168797895000: [SCB QUEUE PUSH] expected_q push = 53, size = 1
        168843455000: [DRV] tx_byte = 3f, rx_byte = 00
        169839495000: [MON] tx_byte = 00, rx_byte = 53
        169839495000: [SCB PASS] expected = 53, actual = 53, q_size = 0
        169839495000: [SCB QUEUE PUSH] expected_q push = 3f, size = 1
        169885055000: [DRV] tx_byte = 3d, rx_byte = 00
        170881095000: [MON] tx_byte = 00, rx_byte = 3f
        170881095000: [SCB PASS] expected = 3f, actual = 3f, q_size = 0
        170881095000: [SCB QUEUE PUSH] expected_q push = 3d, size = 1
        170926655000: [DRV] tx_byte = 01, rx_byte = 00
        171922695000: [MON] tx_byte = 00, rx_byte = 3d
        171922695000: [SCB PASS] expected = 3d, actual = 3d, q_size = 0
        171922695000: [SCB QUEUE PUSH] expected_q push = 01, size = 1
        171968255000: [DRV] tx_byte = fa, rx_byte = 00
        172964295000: [MON] tx_byte = 00, rx_byte = 01
        172964295000: [SCB PASS] expected = 01, actual = 01, q_size = 0
        172964295000: [SCB QUEUE PUSH] expected_q push = fa, size = 1
        173009855000: [DRV] tx_byte = 24, rx_byte = 00
        174005895000: [MON] tx_byte = 00, rx_byte = fa
        174005895000: [SCB PASS] expected = fa, actual = fa, q_size = 0
        174005895000: [SCB QUEUE PUSH] expected_q push = 24, size = 1
        174051455000: [DRV] tx_byte = 63, rx_byte = 00
        175047495000: [MON] tx_byte = 00, rx_byte = 24
        175047495000: [SCB PASS] expected = 24, actual = 24, q_size = 0
        175047495000: [SCB QUEUE PUSH] expected_q push = 63, size = 1
        175093055000: [DRV] tx_byte = b3, rx_byte = 00
        176089095000: [MON] tx_byte = 00, rx_byte = 63
        176089095000: [SCB PASS] expected = 63, actual = 63, q_size = 0
        176089095000: [SCB QUEUE PUSH] expected_q push = b3, size = 1
        176134655000: [DRV] tx_byte = be, rx_byte = 00
        177130695000: [MON] tx_byte = 00, rx_byte = b3
        177130695000: [SCB PASS] expected = b3, actual = b3, q_size = 0
        177130695000: [SCB QUEUE PUSH] expected_q push = be, size = 1
        177176255000: [DRV] tx_byte = b8, rx_byte = 00
        178172295000: [MON] tx_byte = 00, rx_byte = be
        178172295000: [SCB PASS] expected = be, actual = be, q_size = 0
        178172295000: [SCB QUEUE PUSH] expected_q push = b8, size = 1
        178217855000: [DRV] tx_byte = f4, rx_byte = 00
        179213895000: [MON] tx_byte = 00, rx_byte = b8
        179213895000: [SCB PASS] expected = b8, actual = b8, q_size = 0
        179213895000: [SCB QUEUE PUSH] expected_q push = f4, size = 1
        179259455000: [DRV] tx_byte = 11, rx_byte = 00
        180255495000: [MON] tx_byte = 00, rx_byte = f4
        180255495000: [SCB PASS] expected = f4, actual = f4, q_size = 0
        180255495000: [SCB QUEUE PUSH] expected_q push = 11, size = 1
        180301055000: [DRV] tx_byte = 50, rx_byte = 00
        181297095000: [MON] tx_byte = 00, rx_byte = 11
        181297095000: [SCB PASS] expected = 11, actual = 11, q_size = 0
        181297095000: [SCB QUEUE PUSH] expected_q push = 50, size = 1
        181342655000: [DRV] tx_byte = b9, rx_byte = 00
        182338695000: [MON] tx_byte = 00, rx_byte = 50
        182338695000: [SCB PASS] expected = 50, actual = 50, q_size = 0
        182338695000: [SCB QUEUE PUSH] expected_q push = b9, size = 1
        182384255000: [DRV] tx_byte = e5, rx_byte = 00
        183380295000: [MON] tx_byte = 00, rx_byte = b9
        183380295000: [SCB PASS] expected = b9, actual = b9, q_size = 0
        183380295000: [SCB QUEUE PUSH] expected_q push = e5, size = 1
        183425855000: [DRV] tx_byte = 7b, rx_byte = 00
        184421895000: [MON] tx_byte = 00, rx_byte = e5
        184421895000: [SCB PASS] expected = e5, actual = e5, q_size = 0
        184421895000: [SCB QUEUE PUSH] expected_q push = 7b, size = 1
        184467455000: [DRV] tx_byte = c9, rx_byte = 00
        185463495000: [MON] tx_byte = 00, rx_byte = 7b
        185463495000: [SCB PASS] expected = 7b, actual = 7b, q_size = 0
        185463495000: [SCB QUEUE PUSH] expected_q push = c9, size = 1
        185509055000: [DRV] tx_byte = 18, rx_byte = 00
        186505095000: [MON] tx_byte = 00, rx_byte = c9
        186505095000: [SCB PASS] expected = c9, actual = c9, q_size = 0
        186505095000: [SCB QUEUE PUSH] expected_q push = 18, size = 1
        186550655000: [DRV] tx_byte = cc, rx_byte = 00
        187546695000: [MON] tx_byte = 00, rx_byte = 18
        187546695000: [SCB PASS] expected = 18, actual = 18, q_size = 0
        187546695000: [SCB QUEUE PUSH] expected_q push = cc, size = 1
        187592255000: [DRV] tx_byte = 7e, rx_byte = 00
        188588295000: [MON] tx_byte = 00, rx_byte = cc
        188588295000: [SCB PASS] expected = cc, actual = cc, q_size = 0
        188588295000: [SCB QUEUE PUSH] expected_q push = 7e, size = 1
        188633855000: [DRV] tx_byte = 07, rx_byte = 00
        189629895000: [MON] tx_byte = 00, rx_byte = 7e
        189629895000: [SCB PASS] expected = 7e, actual = 7e, q_size = 0
        189629895000: [SCB QUEUE PUSH] expected_q push = 07, size = 1
        189675455000: [DRV] tx_byte = e1, rx_byte = 00
        190671495000: [MON] tx_byte = 00, rx_byte = 07
        190671495000: [SCB PASS] expected = 07, actual = 07, q_size = 0
        190671495000: [SCB QUEUE PUSH] expected_q push = e1, size = 1
        190717055000: [DRV] tx_byte = 41, rx_byte = 00
        191713095000: [MON] tx_byte = 00, rx_byte = e1
        191713095000: [SCB PASS] expected = e1, actual = e1, q_size = 0
        191713095000: [SCB QUEUE PUSH] expected_q push = 41, size = 1
        191758655000: [DRV] tx_byte = 37, rx_byte = 00
        192754695000: [MON] tx_byte = 00, rx_byte = 41
        192754695000: [SCB PASS] expected = 41, actual = 41, q_size = 0
        192754695000: [SCB QUEUE PUSH] expected_q push = 37, size = 1
        192800255000: [DRV] tx_byte = 49, rx_byte = 00
        193796295000: [MON] tx_byte = 00, rx_byte = 37
        193796295000: [SCB PASS] expected = 37, actual = 37, q_size = 0
        193796295000: [SCB QUEUE PUSH] expected_q push = 49, size = 1
        193841855000: [DRV] tx_byte = 54, rx_byte = 00
        194837895000: [MON] tx_byte = 00, rx_byte = 49
        194837895000: [SCB PASS] expected = 49, actual = 49, q_size = 0
        194837895000: [SCB QUEUE PUSH] expected_q push = 54, size = 1
        194883455000: [DRV] tx_byte = fe, rx_byte = 00
        195879495000: [MON] tx_byte = 00, rx_byte = 54
        195879495000: [SCB PASS] expected = 54, actual = 54, q_size = 0
        195879495000: [SCB QUEUE PUSH] expected_q push = fe, size = 1
        195925055000: [DRV] tx_byte = a6, rx_byte = 00
        196921095000: [MON] tx_byte = 00, rx_byte = fe
        196921095000: [SCB PASS] expected = fe, actual = fe, q_size = 0
        196921095000: [SCB QUEUE PUSH] expected_q push = a6, size = 1
        196966655000: [DRV] tx_byte = 8b, rx_byte = 00
        197962695000: [MON] tx_byte = 00, rx_byte = a6
        197962695000: [SCB PASS] expected = a6, actual = a6, q_size = 0
        197962695000: [SCB QUEUE PUSH] expected_q push = 8b, size = 1
        198008255000: [DRV] tx_byte = 58, rx_byte = 00
        199004295000: [MON] tx_byte = 00, rx_byte = 8b
        199004295000: [SCB PASS] expected = 8b, actual = 8b, q_size = 0
        199004295000: [SCB QUEUE PUSH] expected_q push = 58, size = 1
        199049855000: [DRV] tx_byte = 11, rx_byte = 00
        200045895000: [MON] tx_byte = 00, rx_byte = 58
        200045895000: [SCB PASS] expected = 58, actual = 58, q_size = 0
        200045895000: [SCB QUEUE PUSH] expected_q push = 11, size = 1
        200091455000: [DRV] tx_byte = f8, rx_byte = 00
        201087495000: [MON] tx_byte = 00, rx_byte = 11
        201087495000: [SCB PASS] expected = 11, actual = 11, q_size = 0
        201087495000: [SCB QUEUE PUSH] expected_q push = f8, size = 1
        201133055000: [DRV] tx_byte = 02, rx_byte = 00
        202129095000: [MON] tx_byte = 00, rx_byte = f8
        202129095000: [SCB PASS] expected = f8, actual = f8, q_size = 0
        202129095000: [SCB QUEUE PUSH] expected_q push = 02, size = 1
        202174655000: [DRV] tx_byte = 24, rx_byte = 00
        203170695000: [MON] tx_byte = 00, rx_byte = 02
        203170695000: [SCB PASS] expected = 02, actual = 02, q_size = 0
        203170695000: [SCB QUEUE PUSH] expected_q push = 24, size = 1
        203216255000: [DRV] tx_byte = d4, rx_byte = 00
        204212295000: [MON] tx_byte = 00, rx_byte = 24
        204212295000: [SCB PASS] expected = 24, actual = 24, q_size = 0
        204212295000: [SCB QUEUE PUSH] expected_q push = d4, size = 1
        204257855000: [DRV] tx_byte = c5, rx_byte = 00
        205253895000: [MON] tx_byte = 00, rx_byte = d4
        205253895000: [SCB PASS] expected = d4, actual = d4, q_size = 0
        205253895000: [SCB QUEUE PUSH] expected_q push = c5, size = 1
        205299455000: [DRV] tx_byte = 13, rx_byte = 00
        206295495000: [MON] tx_byte = 00, rx_byte = c5
        206295495000: [SCB PASS] expected = c5, actual = c5, q_size = 0
        206295495000: [SCB QUEUE PUSH] expected_q push = 13, size = 1
        206341055000: [DRV] tx_byte = 40, rx_byte = 00
        207337095000: [MON] tx_byte = 00, rx_byte = 13
        207337095000: [SCB PASS] expected = 13, actual = 13, q_size = 0
        207337095000: [SCB QUEUE PUSH] expected_q push = 40, size = 1
        207382655000: [DRV] tx_byte = 36, rx_byte = 00
        208378695000: [MON] tx_byte = 00, rx_byte = 40
        208378695000: [SCB PASS] expected = 40, actual = 40, q_size = 0
        208378695000: [SCB QUEUE PUSH] expected_q push = 36, size = 1
        208424255000: [DRV] tx_byte = 6f, rx_byte = 00
        209420295000: [MON] tx_byte = 00, rx_byte = 36
        209420295000: [SCB PASS] expected = 36, actual = 36, q_size = 0
        209420295000: [SCB QUEUE PUSH] expected_q push = 6f, size = 1
        209465855000: [DRV] tx_byte = e0, rx_byte = 00
        210461895000: [MON] tx_byte = 00, rx_byte = 6f
        210461895000: [SCB PASS] expected = 6f, actual = 6f, q_size = 0
        210461895000: [SCB QUEUE PUSH] expected_q push = e0, size = 1
        210507455000: [DRV] tx_byte = 71, rx_byte = 00
        211503495000: [MON] tx_byte = 00, rx_byte = e0
        211503495000: [SCB PASS] expected = e0, actual = e0, q_size = 0
        211503495000: [SCB QUEUE PUSH] expected_q push = 71, size = 1
        211549055000: [DRV] tx_byte = 7f, rx_byte = 00
        212545095000: [MON] tx_byte = 00, rx_byte = 71
        212545095000: [SCB PASS] expected = 71, actual = 71, q_size = 0
        212545095000: [SCB QUEUE PUSH] expected_q push = 7f, size = 1
        212590655000: [DRV] tx_byte = 20, rx_byte = 00
        213586695000: [MON] tx_byte = 00, rx_byte = 7f
        213586695000: [SCB PASS] expected = 7f, actual = 7f, q_size = 0
        213586695000: [SCB QUEUE PUSH] expected_q push = 20, size = 1
        213632255000: [DRV] tx_byte = fc, rx_byte = 00
        214628295000: [MON] tx_byte = 00, rx_byte = 20
        214628295000: [SCB PASS] expected = 20, actual = 20, q_size = 0
        214628295000: [SCB QUEUE PUSH] expected_q push = fc, size = 1
        214673855000: [DRV] tx_byte = 03, rx_byte = 00
        215669895000: [MON] tx_byte = 00, rx_byte = fc
        215669895000: [SCB PASS] expected = fc, actual = fc, q_size = 0
        215669895000: [SCB QUEUE PUSH] expected_q push = 03, size = 1
        215715455000: [DRV] tx_byte = b5, rx_byte = 00
        216711495000: [MON] tx_byte = 00, rx_byte = 03
        216711495000: [SCB PASS] expected = 03, actual = 03, q_size = 0
